"Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
2014-08-28 02:19:29,32,"male leaning androgynous","Canada",NA,"No","No","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Yes","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","Yes",NA
2014-08-28 02:30:00,28,"Male","United States","MI","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","Don't know","Yes",NA
2014-08-28 02:32:11,24,"Female","United Kingdom",NA,"No","No","Yes","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",NA
2014-08-28 02:41:47,56,"Male ","United States","MA","No","Yes","Yes","Rarely","6-25","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 02:46:56,31,"Male","Germany",NA,"No","No","No","Sometimes","6-25","Yes","Yes","No","No","No","No","No","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 02:49:34,34,"female","United States","CA","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 02:52:45,35,"m","Germany",NA,"No","No","Yes","Rarely","100-500","No","No","Don't know","No","Yes","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 02:54:44,28,"male","Germany",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Yes","Yes","Don't know","No",NA
2014-08-28 03:05:52,36,"male","Poland",NA,"Yes","Yes","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","Yes",NA
2014-08-28 03:06:14,30,"Male","United Kingdom",NA,"No","No","Yes","Often","26-100","No","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-28 03:13:10,35,"Male","United States",NA,"Yes","No","No",NA,"1-5","Yes","Yes","Yes","Not sure","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 03:13:20,49,"male","Japan",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","Yes","No","Don't know","Somewhat difficult","Yes","Yes","No","No","No","No","No","Yes",NA
2014-08-28 03:15:01,36,"Male","Germany",NA,"No","No","No",NA,"26-100","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 03:16:53,35,"male","Germany",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 03:29:19,29,"Female","Australia",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","No","Somewhat difficult","Yes","No","Some of them","Some of them","No","No","No","Yes",NA
2014-08-28 03:36:10,57,"Male","United States","CA","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","Don't know","Yes",NA
2014-08-28 03:42:58,31,"female","Belgium",NA,"No","Yes","Yes","Rarely","100-500","No","No","Yes","No","No","No","No","Don't know","Maybe","No","Some of them","No","No","No","Don't know","Yes",NA
2014-08-28 03:47:30,37,"Male","Ireland",NA,"Yes","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-28 03:49:56,25,"Male","Ireland",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-28 03:52:05,30,"Male","Australia",NA,"No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 04:00:30,26,"F","Australia",NA,"No","Yes","No","Sometimes","100-500","No","No","No","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No","Majority of qs on survey not relevant if you are self employed"
2014-08-28 04:02:47,22,"Female","Netherlands",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","Some of them","No","Yes","Don't know","No",NA
2014-08-28 04:07:34,39,"M","United States","FL","No","No","No","Rarely","More than 1000","Yes","No","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","I mostly suffer from social anxiety which keeps me from attending conferences. In my small dev group a big problem is a supervisor who's a workaholic and will never say no when asked to do something so he's doing the job of at least two ppl (poorly) and working crazy hours setting the tone for the test of us that work/life balance isn't important."
2014-08-28 04:09:14,29,"Male","United Kingdom",NA,"No","Yes","Yes","Never","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No",NA
2014-08-28 04:11:27,54,"male","United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","Yes","Yes","Don't know","Yes",NA
2014-08-28 04:16:30,34,"Female","Australia",NA,"No","Yes","No","Never","500-1000","No","No","Don't know","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","Yes","I don't have any mental health issues but for a number of years I had to care for a family member who did and I felt that I was not able to discuss or get support from friends or colleagues in the same way that I might have if they had suffered from a physical condition."
2014-08-28 04:23:01,32,"M","United States","WA","No","No","Yes","Never","500-1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Very easy","Maybe","No","No","No","No","No","Yes","No",NA
2014-08-28 04:24:03,25,"Male","Nigeria",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Yes","Don't know","No",NA
2014-08-28 04:30:08,29,"male","Poland",NA,"No","No","No","Rarely","1-5","No","Yes","No","No","No","No","No","Somewhat difficult","No","Maybe","Some of them","No","No","No","Yes","No",NA
2014-08-28 04:34:32,32,"male","Germany",NA,"Yes","No","No","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 04:37:54,30,"M","United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Maybe","No","Some of them","Yes","No","Yes","Yes","No",NA
2014-08-28 04:53:52,31,"male","Germany",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 05:05:32,20,"F","Switzerland",NA,"No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-28 05:12:15,27,"Male","United Kingdom",NA,"No","No","No","Never","1-5","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 05:14:28,32,"Male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 06:02:05,26,"Male","Ireland",NA,"Yes","No","No","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 06:05:18,30,"Male","Italy",NA,"No","No","No","Sometimes","More than 1000","No","No","Don't know","No","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 06:10:25,30,"Male","Ireland",NA,"No","No","Yes","Sometimes","26-100","Yes","Yes","No","No","Don't know","No","Don't know","Very difficult","Maybe","Maybe","Some of them","No","No","No","No","No",NA
2014-08-28 06:11:06,22,"male","India",NA,"Yes","No","No",NA,"1-5","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Yes","Yes",NA
2014-08-28 06:27:59,24,"male","Ireland",NA,"No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",NA
2014-08-28 06:30:18,26,"m","Netherlands",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No",NA
2014-08-28 07:01:30,43,"male","France",NA,"No","No","No",NA,"100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 07:03:00,26,"Male","Russia",NA,"No","No","No","Never","26-100","No","Yes","No","Not sure","No","Don't know","Don't know","Somewhat difficult","No","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-28 07:03:03,23,"Male","United States","NC","No","Yes","No","Sometimes","6-25","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA
2014-08-28 07:12:03,26,"Man","Canada",NA,"No","No","No",NA,"100-500","Yes","Yes","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-28 08:00:40,26,"female","Israel",NA,"No","Yes","No","Never","100-500","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Yes","No",NA
2014-08-28 08:06:43,35,"Male","Canada",NA,"No","Yes","No","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No",NA
2014-08-28 08:18:06,28,"Male","United States","IL","No","No","Yes","Sometimes","26-100","Yes","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 08:23:11,22,"Male","India",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 08:39:49,29,"Female","United States","OH","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No",NA
2014-08-28 08:40:55,29,"Male","Germany",NA,"Yes","No","No",NA,"1-5","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No",NA
2014-08-28 08:43:23,45,"Male","United States","VA","No","No","Yes","Often","1-5","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Yes","No",NA
2014-08-28 08:43:57,33,"male","Bulgaria",NA,"No","No","Yes","Rarely","26-100","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes",NA
2014-08-28 08:43:58,38,"Male","United States","MN","No","No","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-28 09:02:16,19,"Trans woman","United States","MO","No","Yes","Yes","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","Maybe","No","No","No","Maybe","No","No",NA
2014-08-28 09:09:30,29,"female","Canada",NA,"No","No","Yes","Rarely","More than 1000","Yes","No","Yes","Yes","Yes","Don't know","Yes","Somewhat easy","No","No","No","Yes","No","Maybe","Don't know","No",NA
2014-08-28 09:16:21,21,"Female","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No",NA
2014-08-28 09:18:13,23,"Female","India",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No",NA
2014-08-28 09:40:42,33,"female","United States","NC","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 09:53:42,49,"Male","United States","NY","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 09:53:57,28,"Male","United States","NM","No","No","No",NA,"26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-28 09:54:21,27,"f","United Kingdom",NA,"No","No","Yes","Sometimes","6-25","Yes","Yes","Don't know","Not sure","Yes","Don't know","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 09:54:38,23,"male","Canada",NA,"No","No","Yes","Sometimes","6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 09:54:47,29,"M","Netherlands",NA,"No","No","No","Never","1-5","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No",NA
2014-08-28 09:54:51,30,"m","Germany",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","No","Don't know","Yes","Somewhat easy","No","No","Some of them","No","Maybe","Maybe","Don't know","No",NA
2014-08-28 09:55:14,28,"Female","Canada",NA,"No","No","No",NA,"More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed."
2014-08-28 09:56:03,32,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Yes","No","No",NA
2014-08-28 09:56:04,32,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","No","Yes","Yes","No","No","Yes","Very easy","No","No","No","Yes","No","No","Yes","No",NA
2014-08-28 09:56:10,37,"Male","France",NA,"No","No","No",NA,"100-500","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-28 09:56:21,39,"F","United States","TX","No","No","No",NA,"More than 1000","Yes","No","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No",NA
2014-08-28 09:56:30,31,"male","France",NA,"No","No","No",NA,"500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Yes","No",NA
2014-08-28 09:57:02,29,"Male","United States","SC","No","No","No",NA,"6-25","No","Yes","No","No","No","Don't know","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","No","No","No","Don't know","No",NA
2014-08-28 09:57:10,30,"M","United States","FL","No","No","No",NA,"100-500","No","No","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-28 09:57:25,33,"M","United States","WA","Yes","Yes","Yes","Rarely","1-5","Yes","Yes","No","Yes","Yes","Yes","No","Very difficult","No","No","Yes","Yes","No","No","Yes","Yes",NA
2014-08-28 09:58:08,37,"male","United States","CA","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Maybe","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-28 09:59:39,23,"Male","United States","OH","No","No","Yes","Often","26-100","No","No","Yes","Yes","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-28 09:59:39,43,"M","United States","TN","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Not sure","No","Yes","Don't know","Somewhat easy","Yes","No","No","No","No","No","No","No",NA
2014-08-28 10:00:48,32,"Male","United Kingdom",NA,"No","No","Yes","Rarely","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Maybe","No","Yes",NA
2014-08-28 10:01:15,26,"Male","United States","NY","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No",NA
2014-08-28 10:01:31,32,"Male","United States","NY","Yes","No","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No",NA
2014-08-28 10:02:09,37,"F","United States","MO","No","No","No",NA,"26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","No","Some of them","No","No","No","Don't know","No",NA
2014-08-28 10:02:23,29,"Male","United States","NY","No","No","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 10:02:45,34,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 10:04:34,27,"male","France",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-28 10:04:41,30,"male","United States","TN","No","Yes","No","Never","100-500","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 10:05:43,29,"Male","United States","CO","No","No","No","Never","6-25","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","No","No",NA
2014-08-28 10:07:37,32,"Male","United States","PA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Very difficult","Yes","Maybe","Some of them","No","No","No","No","No",NA
2014-08-28 10:07:53,-1726,"male","United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","No","No","No","No","Maybe","Don't know","No",NA
2014-08-28 10:08:19,25,"Male","Germany",NA,"No","No","No",NA,"500-1000","No","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","Yes","Yes","Yes","No",NA
2014-08-28 10:08:34,37,"male","United States","NY","Yes","No","No",NA,"6-25","Yes","Yes","Yes","Yes","Yes","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 10:10:29,29,"Male","Netherlands",NA,"No","Yes","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-28 10:11:52,27,"Man","United States","MN","No","No","No",NA,"26-100","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-28 10:13:44,33,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-28 10:15:52,30,"male","Canada",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","Don't know","No","No","No","No","Very difficult","Yes","No","Some of them","No","No","Yes","No","Yes",NA
2014-08-28 10:16:55,29,"male","Canada",NA,"No","No","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-28 10:17:19,25,"Male","United States","MO","No","Yes","Yes","Never","6-25","Yes","Yes","Don't know","No","Yes","Don't know","Don't know","Don't know","Yes","No","Some of them","Yes","No","No","No","No",NA
2014-08-28 10:18:34,33,"Male","United States","WY","No","Yes","Yes","Sometimes","1-5","No","No","No","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 10:18:46,31,"Male","South Africa",NA,"No","No","No","Never","100-500","Yes","Yes","No","No","No","No","No","Don't know","No","No","Some of them","Some of them","No","Maybe","No","No","Fully remote developer"
2014-08-28 10:20:37,21,"male","Germany",NA,"No","No","No","Rarely","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-28 10:22:06,30,"Male","Switzerland",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","No","Very difficult","Yes","Yes","No","No","No","No","No","No",NA
2014-08-28 10:24:19,29,"Male","United States","MN","No","No","No",NA,"More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","No","No",NA
2014-08-28 10:25:39,43,"Male","Croatia",NA,"Yes","No","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Yes","Very difficult","Yes","No","Yes","No","No","Maybe","No","Yes",NA
2014-08-28 10:29:47,37,"m","United Kingdom",NA,"No","No","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","Yes","Yes","Maybe","Yes","No","No",NA
2014-08-28 10:30:04,24,"Male","France",NA,"No","No","No",NA,"26-100","No","Yes","No","No","Yes","No","Don't know","Don't know","Maybe","No","Yes","Some of them","No","No","Don't know","No",NA
2014-08-28 10:30:44,29,"Male","United States","MD","No","No","No",NA,"6-25","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-28 10:34:01,31,"Male","United States","KY","No","No","No",NA,"26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-28 10:35:55,5,"Male","United States","OH","No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No","We had a developer suffer from depression and pretty hard burnout but he refused treatment even when the company said we'd foot the bill. Eventually he had to be asked to resign which was a shame. I don't know if we have any specific programs for mental health but we're definitely on the lookout for those types of issues."
2014-08-28 10:42:09,33,"Male","United Kingdom",NA,"Yes","No","No","Never","100-500","No","No","No","Not sure","No","No","Don't know","Very easy","No","No","Yes","Some of them","No","Yes","No","No",NA
2014-08-28 10:45:21,43,"male","United States","NY","No","No","No",NA,"More than 1000","No","No","Yes","Yes","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 10:47:12,33,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-28 10:51:08,27,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","Yes","Yes","Don't know","Maybe","No","Yes","Some of them","No","Yes","Yes","No",NA
2014-08-28 10:52:33,36,"Male","United States","TN","No","Yes","Yes","Sometimes","More than 1000","Yes","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
