"Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
2014-08-28 10:54:31,37,"male","Australia",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","Yes",NA
2014-08-28 10:57:23,32,"male","Belgium",NA,"No","No","No",NA,"6-25","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","No","No","No",NA
2014-08-28 11:02:41,39,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very easy","No","No","No","Some of them","No","Yes","Yes","No",NA
2014-08-28 11:04:00,31,"Male","United States","TX","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No",NA
2014-08-28 11:04:17,36,"Male","United States","OH","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","I am a 15 year vet of the industry and I get 2 weeks of combined sick and vacation time a year and I have children to fit into that too. I've had heart problems from the stress. Fuck everything about startup culture. "
2014-08-28 11:07:23,30,"Male","United States","TX","Yes","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Yes","Don't know","No",NA
2014-08-28 11:09:03,28,"male","Canada",NA,"No","No","No",NA,"6-25","No","Yes","Yes","Not sure","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 11:10:53,32,"Male","Italy",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","No","Somewhat difficult","Maybe","No","Some of them","No","Maybe","Maybe","No","No","Italians are somewhat behind for what concerns mental health care in the workplace.  Physical health care is very much accepted with a doctor that certifies your ailment.  Mental health is treated quite differently I believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non-existent in most respects.  "
2014-08-28 11:14:21,35,"Male","United States","CA","No","Yes","Yes","Rarely","6-25","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No","Since I am the CEO of my startup some of the would you feel comfortable and do you know the policy questions are interesting.  Of course I feel comfortable since no one can fire me and I know the policies because I chose them!However now I am curious if my employees know just how supportive the company would be of their mental health needs and this survey is making me realize that we probably haven't done a great job communicating that to everyone.  Thanks for doing this."
2014-08-28 11:15:42,19,"Male","Canada",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","No","No","Some of them","Yes","No","Yes","Don't know","No",NA
2014-08-28 11:19:35,33,"m","Norway",NA,"No","Yes","No",NA,"26-100","No","Yes","Yes","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-28 11:20:14,42,"male","Germany",NA,"No","No","No",NA,"More than 1000","Yes","Yes","Don't know","Not sure","Yes","Yes","Yes","Very easy","No","No","Some of them","No","No","Maybe","Yes","No",NA
2014-08-28 11:21:17,37,"Male","United States","MI","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 11:21:48,40,"Male","Thailand",NA,"Yes","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 11:22:04,36,"M","United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 11:26:15,29,"Female","United States","OR","No","Yes","Yes","Sometimes","26-100","Yes","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 11:27:56,38,"f","United States","NC","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","I work for the state so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department but hardly run like any tech company around."
2014-08-28 11:29:20,26,"M","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Don't know","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","No","No",NA
2014-08-28 11:32:37,34,"male","Germany",NA,"No","No","No","Rarely","26-100","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","Maybe","Maybe","Yes","No",NA
2014-08-28 11:34:36,21,"Male","United States","IL","No","No","Yes","Often","More than 1000","No","No","No","Yes","No","No","No","Don't know","Yes","No","Some of them","Some of them","No","Yes","No","Yes","I have Narcolepsy and have been fired from a job before for falling asleep standing up during a meeting. I was standing up in the back of the room so that i could pace and try to prevent myself from falling asleep. I still managed to fall asleep while standing and fell over against the wall. I was fired the next day. The worst part is this is a condition i had given months of notice about to my boss and i reminded her of it before the meeting. I worked at a hospital at the time. I would have thought that they would be more accommodating."
2014-08-28 11:36:48,31,"Male","Canada",NA,"Yes","Yes","No","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","No","No","No","No","Yes","No","I feel like most of my answers were useless due to answering that I am self-employed early on. Since my employer is me... my employer does/doesn't offer mental health benefits or would I be comfortable bring it up with 'them' doesn't make sense..."
2014-08-28 11:38:30,37,"Female","United States","CA","No","Yes","Yes","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Yes","Some of them","No","Maybe","Yes","No",NA
2014-08-28 11:40:11,37,"Male","Ireland",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 11:44:43,38,"Male","Ireland",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","No","Very difficult","Yes","Yes","No","No","No","No","No","No",NA
2014-08-28 11:47:35,27,"Female","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","No","No","Maybe","No","No",NA
2014-08-28 11:48:12,39,"Male","Netherlands",NA,"Yes","No","No",NA,"6-25","No","Yes","No","No","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 11:50:06,33,"Female","United States","AZ","Yes","Yes","Yes","Sometimes","1-5","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Yes","Some of them","No","No","No","No","No",NA
2014-08-28 11:50:28,27,"Male","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","No","Yes","Yes","Don't know","No",NA
2014-08-28 11:54:23,36,"F","United States","CA","No","No","Yes","Never","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No",NA
2014-08-28 11:58:21,28,"Male","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No",NA
2014-08-28 11:59:23,39,"male","United Kingdom",NA,"No","No","Yes","Sometimes","500-1000","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 12:02:59,33,"Male","United States","VA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","Yes","Yes","No","No","Yes","No","My current work situation was constructed in part because of my mental health issues. One of the reasons I'm self employed is to give me the most flexibility for coping with my mental health issues.I have been removed from a client project in the past because of a mental health condition. This was while I was an employee for a large consulting company. "
2014-08-28 12:05:41,32,"Male","United Kingdom",NA,"No","No","No",NA,"More than 1000","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",NA
2014-08-28 12:06:55,28,"Male","United Kingdom",NA,"No","No","No",NA,"More than 1000","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Yes","Yes","No","No",NA
2014-08-28 12:07:28,37,"Male","United Kingdom",NA,"No","Yes","Yes","Rarely","6-25","No","Yes","No","No","No","No","Yes","Somewhat easy","Yes","No","Some of them","Yes","No","Maybe","No","Yes","Some of these questions are not really suitable for non US people."
2014-08-28 12:08:30,39,"Male","Canada",NA,"No","No","Yes","Sometimes","100-500","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","No","Some of them","Yes","No","Maybe","No","Yes",NA
2014-08-28 12:09:18,43,"msle","United States","VA","No","No","No","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","No","No",NA
2014-08-28 12:10:08,32,"Neuter","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","Yes","Some of them","Yes","Yes","Yes","Yes",NA
2014-08-28 12:10:42,27,"Female","United States","WA","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-28 12:12:49,31,"Female","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 12:15:08,43,"Male","United Kingdom",NA,"No","No","Yes","Never","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","No",NA
2014-08-28 12:19:34,33,"Male","United States","WI","No","No","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","Yes","Yes","Don't know","No",NA
2014-08-28 12:19:42,34,"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-28 12:22:14,33,"M","United States","CA","Yes","No","No",NA,"1-5","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-28 12:23:37,25,"Male","United States","CA","No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-28 12:30:20,25,"Male","United States","NE","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","No","Yes",NA
2014-08-28 12:40:46,32,"Male","United Kingdom",NA,"Yes","Yes","No",NA,"1-5","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","No","Yes","No","Maybe","No","No",NA
2014-08-28 12:42:12,25,"Male","United States","CO","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-28 12:42:30,37,"Male","Netherlands",NA,"No","No","No",NA,"100-500","Yes","No","Don't know","No","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-28 12:44:55,39,"m","Switzerland",NA,"No","No","Yes","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-28 12:53:21,29,"M","United Kingdom",NA,"No","No","No","Rarely","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Don't know","Yes",NA
2014-08-28 13:01:26,33,"Male","United States","NY","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 13:04:30,37,"female","United States","TX","No","No","Yes","Often","6-25","Yes","Yes","Don't know","Not sure","No","No","Yes","Somewhat difficult","Yes","No","Some of them","Some of them","No","Yes","No","Yes",NA
2014-08-28 13:08:36,35,"Female","United States","LA","No","No","Yes","Sometimes","100-500","No","No","Yes","No","No","No","Yes","Very difficult","Yes","Maybe","No","Some of them","No","Yes","No","Yes","I work for the state government. While things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so I have to be careful about what I say and how I say it. I often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave."
2014-08-28 13:11:05,22,"Female","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes",NA
2014-08-28 13:17:40,38,"Male","United States","MI","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","No","Yes",NA
2014-08-28 13:26:17,32,"Female","United States","CA","No","Yes","Yes","Often","100-500","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-28 13:32:37,28,"Male","Brazil",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","No","Yes",NA
2014-08-28 13:34:57,27,"Male","Switzerland",NA,"No","Yes","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Yes","No","No","Thank you for your work what you do is important!"
2014-08-28 13:35:25,35,"female","United States","CA","No","No","Yes","Sometimes","100-500","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","No","Maybe","Yes","No","It might be safe to talk about it where I am now but I don't know for sure and I err on the side of being over cautious. Struggle with depression and anxiety which sometimes affects my productivity but I try to make up / cover up for it instead of being open about it."
2014-08-28 13:39:12,29,"Male","United States","MD","No","No","No","Never","100-500","No","No","Yes","Yes","Yes","No","Yes","Very easy","Yes","Maybe","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-28 13:39:40,23,"Male","United States","CA","No","Yes","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 13:40:08,39,"M","United States","CT","No","No","No",NA,"26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No",NA
2014-08-28 13:41:51,30,"Female","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","No","No","No","Yes","No",NA
2014-08-28 13:47:37,32,"M","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA
2014-08-28 13:47:57,28,"Female (trans)","United States","CA","No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes",NA
2014-08-28 13:48:30,40,"female","United States","WA","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","Yes","I'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!"
2014-08-28 13:54:47,36,"f","United States","CA","No","Yes","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Yes","No",NA
2014-08-28 13:57:01,27,"Male","United States","IN","No","No","No",NA,"26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 14:00:02,41,"Male","United States","TX","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-28 14:01:56,29,"Male","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-28 14:02:07,29,"m","United Kingdom",NA,"No","No","Yes","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-28 14:04:54,35,"Male","United States","MO","No","No","Yes","Often","1-5","No","No","No","No","No","No","Yes","Very difficult","Yes","No","Some of them","Some of them","No","Yes","No","Yes",NA
2014-08-28 14:12:58,28,"Male","United States","NV","No","No","Yes","Never","6-25","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 14:15:02,36,"F","United Kingdom",NA,"Yes","No","No","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-28 14:31:00,39,"Female","United States","WA","No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No",NA
2014-08-28 14:38:50,39,"Male","United States","FL","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-28 14:41:47,44,"male","United States",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","No","Very easy","Yes","Yes","Some of them","No","No","No","Yes","No",NA
2014-08-28 14:46:08,26,"queer","Germany",NA,"Yes","No","Yes","Sometimes","6-25","Yes","Yes","No","Not sure","Yes","Yes","Yes","Very easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA
2014-08-28 14:51:46,35,"Male","Denmark",NA,"Yes","Yes","Yes","Often","1-5","No","Yes","No","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Yes","Yes","No",NA
2014-08-28 14:52:46,40,"Female","United States","WA","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No",NA
2014-08-28 14:53:02,35,"Male","Denmark",NA,"Yes","Yes","Yes","Often","1-5","No","Yes","No","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Yes","Yes","No",NA
2014-08-28 14:53:32,38,"M","United States","IL","No","No","No","Never","More than 1000","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","No","Don't know","No",NA
2014-08-28 14:57:10,34,"Male","United States","FL","No","No","No",NA,"More than 1000","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-28 15:01:46,43,"M","United States","MA","No","No","No",NA,"More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 15:25:39,48,"Female (cis)","United States","CA","No","Yes","No","Often","26-100","No","Yes","Don't know","No","No","No","No","Very difficult","Yes","Yes","No","Some of them","No","No","No","Yes","None of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health."
2014-08-28 15:32:03,20,"Male","United States","WA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 15:37:04,40,"M","United States","MI","Yes","No","No","Sometimes","1-5","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","Maybe","Some of them","No","No","No","Don't know","No",NA
2014-08-28 15:40:32,29,"female","United Kingdom",NA,"No","No","Yes","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-28 15:43:37,35,"Male","United States","MI","No","Yes","Yes","Sometimes","1-5","No","No","No","Yes","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 15:48:12,29,"Male","United States","WI","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","Maybe","No","Some of them","No","No","No","Yes","No",NA
2014-08-28 15:50:12,40,"M","United States","CA","No","No","No","Never","100-500","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-28 15:50:44,29,"Male","Sweden",NA,"No","No","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 15:54:35,29,"F","United States","CA","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","Not sure","Don't know","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-28 15:56:47,34,"male","United States","TX","No","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No",NA
2014-08-28 16:09:35,44,"Male","United Kingdom",NA,"No","Yes","Yes","Sometimes","500-1000","No","No","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","No","Yes",NA
2014-08-28 16:17:09,24,"female","United States","NY","No","Yes","Yes","Often","6-25","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Yes","No","Yes",NA
2014-08-28 16:31:00,47,"F","United States","PA","No","No","No",NA,"100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Very difficult","Yes","Yes","No","No","No","No","No","No",NA
2014-08-28 16:42:49,43,"m","United Kingdom",NA,"No","Yes","No",NA,"More than 1000","No","No","Don't know","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 16:52:23,36,"M","United States","PA","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Some of them","Yes","No","No","No","No",NA
